From_Category,To_Category,Ratio_of_human_to_shortest
C0077,C0016,1.6857142857142857
C0077,C0027,2.0
C0077,C0029,1.0
C0077,C0031,1.0
C0077,C0041,1.3
C0077,C0042,1.7
C0077,C0049,1.6666666666666667
C0077,C0051,2.25
C0077,C0053,1.375
C0077,C0054,2.0
C0077,C0055,2.2857142857142856
C0077,C0059,1.6923076923076923
C0077,C0060,1.0
C0077,C0064,1.2
C0077,C0065,1.75
C0077,C0070,1.5
C0077,C0073,1.0
C0077,C0078,1.3333333333333333
C0077,C0086,1.75
C0077,C0087,2.25
C0077,C0089,2.0
C0077,C0090,1.5
C0077,C0092,1.0
C0077,C0096,1.375
C0077,C0109,1.5
C0077,C0110,1.75
C0077,C0112,1.5833333333333333
C0077,C0117,1.6666666666666667
C0077,C0118,1.6923076923076923
C0077,C0119,1.7142857142857142
C0077,C0120,1.6666666666666667
C0077,C0122,1.375
C0077,C0123,2.0
C0077,C0133,1.3333333333333333
C0077,C0135,1.6
C0077,C0137,2.25
C0077,C0138,1.3333333333333333
C0077,C0139,2.0
C0077,C0143,2.6666666666666665
C0077,C0144,1.0
C0078,C0001,1.666089965397924
C0078,C0002,1.25
C0078,C0003,2.2666666666666666
C0078,C0004,1.36
C0078,C0005,1.481012658227848
C0078,C0006,1.5714285714285714
C0078,C0007,1.941860465116279
C0078,C0008,1.648
C0078,C0009,1.8584070796460177
C0078,C0010,1.4838709677419355
C0078,C0011,1.6666666666666667
C0078,C0013,1.3636363636363635
C0078,C0014,1.577092511013216
C0078,C0015,1.2105263157894737
C0078,C0016,1.778894472361809
C0078,C0017,1.25
C0078,C0019,2.0833333333333335
C0078,C0022,3.0
C0078,C0025,1.6666666666666667
C0078,C0029,1.0
C0078,C0030,1.3076923076923077
C0078,C0031,1.3333333333333333
C0078,C0033,1.6875
C0078,C0035,1.6666666666666667
C0078,C0036,1.4782608695652173
C0078,C0038,2.0
C0078,C0042,1.8461538461538463
C0078,C0043,3.0
C0078,C0045,2.0
C0078,C0046,1.2857142857142858
C0078,C0048,1.375
C0078,C0049,1.7837837837837838
C0078,C0051,1.0
C0078,C0053,1.393939393939394
C0078,C0054,1.4444444444444444
C0078,C0055,1.6
C0078,C0056,1.608695652173913
C0078,C0057,2.0
C0078,C0058,1.4583333333333333
C0078,C0059,1.7857142857142858
C0078,C0062,1.7037037037037037
C0078,C0063,3.6666666666666665
C0078,C0065,2.0
C0078,C0067,1.6666666666666667
C0078,C0068,2.0784313725490198
C0078,C0070,1.3333333333333333
C0078,C0072,1.0
C0078,C0074,1.0
C0078,C0075,1.4285714285714286
C0078,C0076,1.0
C0078,C0078,1.8571428571428572
C0078,C0079,1.0
C0078,C0081,1.8888888888888888
C0078,C0083,1.5833333333333333
C0078,C0089,1.3333333333333333
C0078,C0090,1.4444444444444444
C0078,C0091,1.625
C0078,C0092,1.75
C0078,C0093,1.5
C0078,C0095,1.0
C0078,C0096,2.1818181818181817
C0078,C0098,1.0
C0078,C0099,1.6666666666666667
C0078,C0101,2.0
C0078,C0102,1.3333333333333333
C0078,C0104,1.625
C0078,C0105,1.528735632183908
C0078,C0107,1.2
C0078,C0108,1.5
C0078,C0109,1.6111111111111112
C0078,C0110,1.8636363636363635
C0078,C0111,1.0
C0078,C0116,1.2666666666666666
C0078,C0117,1.8863636363636365
C0078,C0118,1.5185185185185186
C0078,C0119,1.6
C0078,C0120,1.4615384615384615
C0078,C0121,1.0
C0078,C0122,1.3529411764705883
C0078,C0123,2.0
C0078,C0124,1.4583333333333333
C0078,C0125,1.0
C0078,C0126,1.9444444444444444
C0078,C0128,1.5
C0078,C0129,1.2142857142857142
C0078,C0132,1.8181818181818181
C0078,C0133,1.75
C0078,C0134,1.6666666666666667
C0078,C0135,2.3846153846153846
C0078,C0137,1.75
C0078,C0138,1.5
C0078,C0139,1.5714285714285714
C0078,C0140,1.25
C0078,C0143,1.5
C0078,C0144,1.631578947368421
C0078,C0145,2.0
C0079,C0001,1.6408695652173912
C0079,C0002,1.8333333333333333
C0079,C0003,1.625
C0079,C0004,1.5142857142857142
C0079,C0005,1.4428571428571428
C0079,C0006,1.826086956521739
C0079,C0007,2.009433962264151
C0079,C0008,1.3622047244094488
C0079,C0009,1.7191011235955056
C0079,C0010,1.3157894736842106
C0079,C0011,1.6578947368421053
C0079,C0012,1.6666666666666667
C0079,C0013,1.7777777777777777
C0079,C0014,1.5213675213675213
C0079,C0015,2.0422535211267605
C0079,C0016,1.7288732394366197
C0079,C0017,1.8333333333333333
C0079,C0021,1.0
C0079,C0022,3.5
C0079,C0027,1.3333333333333333
C0079,C0028,1.3076923076923077
C0079,C0029,1.75
C0079,C0030,1.7777777777777777
C0079,C0031,1.0
C0079,C0034,1.95
C0079,C0035,1.0
C0079,C0039,3.3333333333333335
C0079,C0040,5.333333333333333
C0079,C0041,1.7857142857142858
C0079,C0042,1.8032786885245902
C0079,C0044,1.2857142857142858
C0079,C0047,1.4444444444444444
C0079,C0049,1.3018867924528301
C0079,C0051,1.2285714285714286
C0079,C0052,1.5833333333333333
C0079,C0053,1.625
C0079,C0054,1.4545454545454546
C0079,C0055,1.5
C0079,C0056,1.1818181818181819
C0079,C0057,1.8
C0079,C0058,1.4285714285714286
C0079,C0059,1.0625
C0079,C0062,1.2285714285714286
C0079,C0063,1.25
C0079,C0065,1.3333333333333333
C0079,C0066,1.6666666666666667
C0079,C0067,1.8157894736842106
C0079,C0068,1.6666666666666667
C0079,C0070,1.75
C0079,C0073,1.8571428571428572
C0079,C0074,1.6666666666666667
C0079,C0076,1.4285714285714286
C0079,C0078,1.0
C0079,C0079,1.0
C0079,C0080,1.0
C0079,C0081,2.0
C0079,C0084,1.5
C0079,C0085,2.0
C0079,C0086,1.625
C0079,C0087,1.8333333333333333
C0079,C0089,1.6666666666666667
C0079,C0093,1.3333333333333333
C0079,C0095,1.1666666666666667
C0079,C0096,1.5
C0079,C0098,1.0
C0079,C0102,2.0952380952380953
C0079,C0103,1.2857142857142858
C0079,C0105,1.2727272727272727
C0079,C0107,1.375
C0079,C0109,1.2777777777777777
C0079,C0110,1.606060606060606
C0079,C0111,2.1
C0079,C0112,2.2083333333333335
C0079,C0113,1.8333333333333333
C0079,C0114,1.0
C0079,C0115,2.0
C0079,C0117,1.8688524590163935
C0079,C0118,1.58
C0079,C0119,1.6428571428571428
C0079,C0120,1.2941176470588236
C0079,C0121,1.125
C0079,C0122,2.0
C0079,C0123,1.5833333333333333
C0079,C0125,1.5
C0079,C0126,1.5555555555555556
C0079,C0128,2.0
C0079,C0129,2.0
C0079,C0130,1.3103448275862069
C0079,C0132,2.3333333333333335
C0079,C0133,1.7777777777777777
C0079,C0134,1.6428571428571428
C0079,C0135,3.111111111111111
C0079,C0137,2.0833333333333335
C0079,C0139,1.5957446808510638
C0079,C0141,1.3333333333333333
C0079,C0142,1.3333333333333333
C0079,C0143,2.0
C0079,C0144,1.619718309859155
C0079,C0145,1.6875
C0080,C0001,1.5746478873239436
C0080,C0003,1.0
C0080,C0004,2.227272727272727
C0080,C0005,1.75
C0080,C0006,1.3333333333333333
C0080,C0007,1.675
C0080,C0008,1.5897435897435896
C0080,C0009,1.7083333333333333
C0080,C0010,1.3333333333333333
C0080,C0011,1.0
C0080,C0012,1.3333333333333333
C0080,C0013,1.7857142857142858
C0080,C0014,1.2941176470588236
C0080,C0016,1.4333333333333333
C0080,C0019,1.0
C0080,C0022,1.0
C0080,C0023,2.4444444444444446
C0080,C0027,1.25
C0080,C0028,2.6
C0080,C0031,2.25
C0080,C0034,1.3333333333333333
C0080,C0040,2.3333333333333335
C0080,C0042,1.6666666666666667
C0080,C0048,1.6176470588235294
C0080,C0049,1.6551724137931034
C0080,C0051,2.0
C0080,C0052,1.5555555555555556
C0080,C0054,1.5833333333333333
C0080,C0055,1.5
C0080,C0058,1.4
C0080,C0061,4.2
C0080,C0062,1.0416666666666667
C0080,C0067,1.5
C0080,C0068,1.2857142857142858
C0080,C0070,2.2
C0080,C0073,1.5
C0080,C0074,1.3333333333333333
C0080,C0075,1.3333333333333333
C0080,C0078,1.3333333333333333
C0080,C0081,1.0
C0080,C0087,1.9
C0080,C0089,1.5
C0080,C0094,1.25
C0080,C0098,1.2222222222222223
C0080,C0110,1.5
C0080,C0117,1.511111111111111
C0080,C0118,1.5
C0080,C0119,1.1578947368421053
C0080,C0121,2.0
C0080,C0124,1.5
C0080,C0128,1.5
C0080,C0129,1.2
C0080,C0130,1.4
C0080,C0132,1.2
C0080,C0133,1.4285714285714286
C0080,C0135,1.65
C0080,C0137,2.0
C0080,C0138,1.5
C0080,C0139,1.5
C0080,C0145,1.1578947368421053
C0081,C0001,1.74185667752443
C0081,C0003,1.7272727272727273
C0081,C0004,1.5178571428571428
C0081,C0005,1.7833333333333334
C0081,C0006,1.5263157894736843
C0081,C0007,1.9333333333333333
C0081,C0008,1.6973684210526316
C0081,C0009,1.8611111111111112
C0081,C0010,1.725
C0081,C0011,1.3448275862068966
C0081,C0012,1.2105263157894737
C0081,C0013,1.4545454545454546
C0081,C0014,1.7628205128205128
C0081,C0015,1.7142857142857142
C0081,C0016,1.7865168539325842
C0081,C0019,2.2
C0081,C0020,1.6666666666666667
C0081,C0022,1.0
C0081,C0026,1.3333333333333333
C0081,C0027,1.7857142857142858
C0081,C0028,1.5
C0081,C0030,2.0
C0081,C0031,1.3928571428571428
C0081,C0033,1.1666666666666667
C0081,C0034,1.8636363636363635
C0081,C0035,1.0
C0081,C0038,1.826086956521739
C0081,C0039,2.0
C0081,C0040,2.25
C0081,C0041,1.25
C0081,C0042,2.727272727272727
C0081,C0044,1.25
C0081,C0045,1.7333333333333334
C0081,C0046,1.9230769230769231
C0081,C0047,1.8571428571428572
C0081,C0048,1.8888888888888888
C0081,C0049,1.55
C0081,C0050,1.2
C0081,C0051,1.4285714285714286
C0081,C0052,2.0
C0081,C0053,1.6470588235294117
C0081,C0054,1.65
C0081,C0055,1.4615384615384615
C0081,C0056,1.9444444444444444
C0081,C0057,1.8888888888888888
C0081,C0058,1.85
C0081,C0059,1.3333333333333333
C0081,C0060,2.0
C0081,C0061,1.25
C0081,C0062,2.0
C0081,C0065,1.8181818181818181
C0081,C0067,1.9230769230769231
C0081,C0068,2.3333333333333335
C0081,C0070,1.736842105263158
C0081,C0072,1.1
C0081,C0073,1.3333333333333333
C0081,C0074,1.0
C0081,C0075,2.4285714285714284
C0081,C0076,1.0
C0081,C0077,1.3333333333333333
C0081,C0078,1.6666666666666667
C0081,C0079,1.3157894736842106
C0081,C0081,1.3076923076923077
C0081,C0084,1.75
C0081,C0085,1.0
C0081,C0089,1.4545454545454546
C0081,C0092,1.3333333333333333
C0081,C0093,1.6666666666666667
C0081,C0095,1.25
C0081,C0096,1.6666666666666667
C0081,C0098,1.2857142857142858
C0081,C0099,1.3333333333333333
C0081,C0102,2.1
C0081,C0103,1.8181818181818181
C0081,C0104,1.0
C0081,C0105,1.2307692307692308
C0081,C0106,4.0
C0081,C0107,2.1666666666666665
C0081,C0108,1.5
C0081,C0109,1.7
C0081,C0110,1.3333333333333333
C0081,C0111,1.5
C0081,C0113,1.8888888888888888
C0081,C0114,1.8461538461538463
C0081,C0115,1.6
C0081,C0117,1.9850746268656716
C0081,C0118,1.5441176470588236
C0081,C0119,1.6307692307692307
C0081,C0120,2.0
C0081,C0121,1.4285714285714286
C0081,C0122,2.1875
C0081,C0123,1.5238095238095237
C0081,C0124,2.090909090909091
C0081,C0125,1.7619047619047619
C0081,C0126,2.08
C0081,C0128,2.0
C0081,C0129,2.1666666666666665
C0081,C0130,2.1785714285714284
C0081,C0131,1.3333333333333333
C0081,C0132,1.375
C0081,C0133,1.6
C0081,C0134,1.736842105263158
C0081,C0135,1.8085106382978724
C0081,C0136,3.2222222222222223
C0081,C0137,3.5
C0081,C0138,1.5714285714285714
C0081,C0139,1.4827586206896552
C0081,C0141,2.6666666666666665
C0081,C0142,1.0
C0081,C0143,1.25
C0081,C0144,1.8181818181818181
C0081,C0145,1.0
C0081,C0146,1.6666666666666667
C0082,C0001,1.8742004264392325
C0082,C0002,1.3333333333333333
C0082,C0003,1.3333333333333333
C0082,C0004,1.9333333333333333
C0082,C0005,1.2857142857142858
C0082,C0006,6.363636363636363
C0082,C0007,1.6578947368421053
C0082,C0008,1.747191011235955
C0082,C0009,1.4615384615384615
C0082,C0010,9.833333333333334
C0082,C0012,1.0
C0082,C0013,1.7142857142857142
C0082,C0014,1.65
C0082,C0015,1.1
C0082,C0016,1.6823529411764706
C0082,C0017,1.3333333333333333
C0082,C0019,1.3333333333333333
C0082,C0026,2.0
C0082,C0031,1.8888888888888888
C0082,C0032,2.6666666666666665
C0082,C0034,9.833333333333334
C0082,C0036,1.5
C0082,C0038,2.25
C0082,C0040,1.0
C0082,C0041,1.1428571428571428
C0082,C0042,1.8666666666666667
C0082,C0046,1.25
C0082,C0049,1.6666666666666667
C0082,C0051,1.0
C0082,C0052,2.3333333333333335
C0082,C0053,1.3414634146341464
C0082,C0054,1.0
C0082,C0055,1.85
C0082,C0056,1.6818181818181819
C0082,C0059,1.3529411764705883
C0082,C0061,1.4
C0082,C0062,1.9545454545454546
C0082,C0065,2.0
C0082,C0067,1.3333333333333333
C0082,C0068,1.75
C0082,C0070,1.25
C0082,C0072,1.4166666666666667
C0082,C0076,9.833333333333334
C0082,C0087,2.25
C0082,C0089,1.0
C0082,C0093,2.0
C0082,C0096,1.8
C0082,C0097,1.25
C0082,C0098,1.4
C0082,C0102,1.6666666666666667
C0082,C0103,1.0
C0082,C0105,1.5
C0082,C0107,2.0
C0082,C0109,1.0
C0082,C0110,1.5
C0082,C0111,1.5
C0082,C0115,1.0
C0082,C0117,1.5806451612903225
C0082,C0118,1.7567567567567568
C0082,C0119,1.7058823529411764
C0082,C0122,1.0
C0082,C0123,2.0
C0082,C0125,1.6666666666666667
C0082,C0127,1.0
C0082,C0133,1.1428571428571428
C0082,C0134,1.6363636363636365
C0082,C0135,1.0
C0082,C0136,2.6666666666666665
C0082,C0137,1.8333333333333333
C0082,C0138,2.0
C0082,C0139,1.7333333333333334
C0082,C0140,1.6666666666666667
C0082,C0143,1.75
C0082,C0144,1.0
C0083,C0001,1.991309223437062
C0083,C0002,3.8
C0083,C0003,2.25
C0083,C0004,1.7857142857142858
C0083,C0005,1.7735849056603774
C0083,C0006,1.9807692307692308
C0083,C0007,2.0454545454545454
C0083,C0008,1.9195979899497488
C0083,C0009,1.9473684210526316
C0083,C0010,1.25
C0083,C0011,3.6666666666666665
C0083,C0012,1.8333333333333333
C0083,C0013,1.2
C0083,C0014,1.791044776119403
C0083,C0015,1.3157894736842106
C0083,C0016,2.010576595018765
C0083,C0017,3.8
C0083,C0019,2.6666666666666665
C0083,C0021,2.25
C0083,C0022,1.0
C0083,C0026,1.0
C0083,C0028,1.6666666666666667
C0083,C0031,1.8444444444444446
C0083,C0033,2.0
C0083,C0034,2.057142857142857
C0083,C0035,1.625
C0083,C0038,1.9
C0083,C0039,2.0
C0083,C0041,2.1666666666666665
C0083,C0042,2.3333333333333335
C0083,C0043,1.9285714285714286
C0083,C0045,1.0
C0083,C0046,1.3333333333333333
C0083,C0049,1.7142857142857142
C0083,C0051,2.7142857142857144
C0083,C0052,1.75
C0083,C0053,1.55
C0083,C0054,1.7333333333333334
C0083,C0055,1.6111111111111112
C0083,C0056,2.375
C0083,C0057,1.0
C0083,C0059,1.9047619047619047
C0083,C0060,2.2
C0083,C0061,1.3333333333333333
C0083,C0062,1.625
C0083,C0065,2.0
C0083,C0067,2.4705882352941178
C0083,C0068,1.3333333333333333
C0083,C0070,1.625
C0083,C0071,2.2222222222222223
C0083,C0072,1.4
C0083,C0074,1.6666666666666667
C0083,C0076,1.25
C0083,C0081,2.6666666666666665
C0083,C0083,1.0
C0083,C0086,6.5
C0083,C0087,1.0
C0083,C0089,1.0
C0083,C0090,1.3333333333333333
C0083,C0095,1.75
C0083,C0098,1.375
C0083,C0099,4.0
C0083,C0102,2.4615384615384617
C0083,C0103,1.6666666666666667
C0083,C0109,1.6666666666666667
C0083,C0113,1.3333333333333333
C0083,C0114,1.6666666666666667
C0083,C0115,1.0
C0083,C0117,2.0266714082503556
C0083,C0118,1.690909090909091
C0083,C0119,1.578125
C0083,C0120,1.8181818181818181
C0083,C0121,1.8823529411764706
C0083,C0122,1.5833333333333333
C0083,C0123,1.9090909090909092
C0083,C0126,2.090909090909091
C0083,C0127,3.1666666666666665
C0083,C0129,3.8
C0083,C0132,1.3333333333333333
C0083,C0133,2.142857142857143
C0083,C0134,3.0
C0083,C0135,2.011678832116788
C0083,C0137,2.75
C0083,C0138,2.0
C0083,C0139,1.6923076923076923
C0083,C0140,1.35
C0083,C0143,1.6666666666666667
C0083,C0144,1.7272727272727273
C0083,C0145,1.4722222222222223
C0083,C0146,1.6666666666666667
C0084,C0001,1.7287977632805218
C0084,C0002,1.5714285714285714
C0084,C0003,1.0
C0084,C0004,1.4545454545454546
C0084,C0005,1.6759259259259258
C0084,C0006,1.7272727272727273
C0084,C0007,2.0
C0084,C0008,1.6531365313653137
C0084,C0009,1.661764705882353
C0084,C0010,2.0
C0084,C0011,2.125
C0084,C0012,1.5
C0084,C0013,1.8666666666666667
C0084,C0014,1.6203703703703705
C0084,C0015,1.9534883720930232
C0084,C0016,1.8231511254019293
C0084,C0017,1.5714285714285714
C0084,C0021,1.0
C0084,C0023,1.75
C0084,C0027,1.0
C0084,C0028,1.6666666666666667
C0084,C0029,1.5
C0084,C0031,1.3
C0084,C0032,1.5
C0084,C0033,1.3333333333333333
C0084,C0034,2.125
C0084,C0035,1.1666666666666667
C0084,C0037,1.0
C0084,C0038,2.25
C0084,C0039,2.5
C0084,C0040,2.5
C0084,C0042,2.0
C0084,C0045,1.4545454545454546
C0084,C0047,1.6666666666666667
C0084,C0049,1.7045454545454546
C0084,C0051,1.972972972972973
C0084,C0052,1.9285714285714286
C0084,C0053,1.5454545454545454
C0084,C0054,1.2222222222222223
C0084,C0055,1.78125
C0084,C0056,1.4545454545454546
C0084,C0057,2.076923076923077
C0084,C0058,1.4166666666666667
C0084,C0060,1.3333333333333333
C0084,C0061,1.0
C0084,C0062,1.3333333333333333
C0084,C0063,1.0
C0084,C0064,1.5454545454545454
C0084,C0065,1.5555555555555556
C0084,C0067,1.7083333333333333
C0084,C0068,3.4
C0084,C0070,1.0
C0084,C0071,1.25
C0084,C0072,3.6666666666666665
C0084,C0073,1.0
C0084,C0074,1.125
C0084,C0075,1.0
C0084,C0079,2.4285714285714284
C0084,C0082,1.5
C0084,C0083,2.5
C0084,C0084,2.0
C0084,C0087,1.6666666666666667
C0084,C0088,1.6666666666666667
C0084,C0090,2.1666666666666665
C0084,C0096,3.5
C0084,C0098,2.0
C0084,C0100,1.3333333333333333
C0084,C0102,2.6666666666666665
C0084,C0104,2.6666666666666665
C0084,C0105,1.1333333333333333
C0084,C0106,1.6666666666666667
C0084,C0107,1.8
C0084,C0109,1.4230769230769231
C0084,C0110,1.0
C0084,C0111,2.0
C0084,C0112,1.0
C0084,C0113,2.5
C0084,C0115,1.5833333333333333
C0084,C0116,1.8823529411764706
C0084,C0117,1.6129032258064515
C0084,C0118,1.8053691275167785
C0084,C0119,2.5789473684210527
C0084,C0120,1.6428571428571428
C0084,C0121,1.411764705882353
C0084,C0122,1.5714285714285714
C0084,C0123,2.230769230769231
C0084,C0124,1.5555555555555556
C0084,C0125,2.0
C0084,C0126,2.0833333333333335
C0084,C0128,1.1428571428571428
C0084,C0129,1.625
C0084,C0130,2.0
C0084,C0132,1.9130434782608696
C0084,C0133,1.0
C0084,C0134,2.25
C0084,C0135,1.4666666666666666
C0084,C0136,1.0
C0084,C0137,1.4444444444444444
C0084,C0138,1.0
C0084,C0139,1.8173076923076923
C0084,C0140,1.8333333333333333
C0084,C0142,1.5
C0084,C0143,5.545454545454546
C0084,C0144,1.3571428571428572
C0084,C0145,1.2857142857142858
C0085,C0001,1.7284595300261096
C0085,C0002,3.3333333333333335
C0085,C0003,1.9130434782608696
C0085,C0004,1.0
C0085,C0005,1.7586206896551724
C0085,C0006,1.696969696969697
C0085,C0007,1.8360655737704918
C0085,C0008,1.662162162162162
C0085,C0009,1.9210526315789473
C0085,C0011,1.5294117647058822
C0085,C0012,2.0
C0085,C0013,1.7272727272727273
C0085,C0014,1.5
C0085,C0015,1.967741935483871
C0085,C0016,1.6852589641434264
C0085,C0017,3.3333333333333335
C0085,C0019,2.25
C0085,C0021,1.7857142857142858
C0085,C0022,1.0
C0085,C0030,1.0
C0085,C0033,1.0
C0085,C0034,1.7666666666666666
C0085,C0037,1.4
C0085,C0040,2.0
C0085,C0041,1.75
C0085,C0042,1.962962962962963
C0085,C0046,1.0
C0085,C0049,1.6111111111111112
C0085,C0051,1.6785714285714286
C0085,C0052,1.7647058823529411
C0085,C0053,1.5
C0085,C0054,1.2222222222222223
C0085,C0055,2.0
C0085,C0056,1.8
C0085,C0057,3.0
C0085,C0058,1.6666666666666667
C0085,C0060,2.0
C0085,C0061,1.25
C0085,C0062,1.5555555555555556
C0085,C0063,1.0
C0085,C0064,1.8
C0085,C0065,1.5
C0085,C0066,1.6666666666666667
C0085,C0067,2.75
C0085,C0068,2.6
C0085,C0070,1.5833333333333333
C0085,C0072,1.5
C0085,C0073,1.375
C0085,C0074,1.625
C0085,C0081,1.5
C0085,C0082,1.5
C0085,C0083,1.6666666666666667
C0085,C0086,1.5
C0085,C0087,1.3333333333333333
C0085,C0088,1.4
C0085,C0089,1.25
C0085,C0090,2.2
C0085,C0093,1.0
C0085,C0094,1.6666666666666667
C0085,C0097,1.75
C0085,C0098,1.0
C0085,C0100,2.0
C0085,C0102,1.7272727272727273
C0085,C0104,1.2
C0085,C0105,1.5
C0085,C0107,1.6666666666666667
C0085,C0108,1.4444444444444444
C0085,C0110,1.5
C0085,C0111,1.3333333333333333
C0085,C0113,1.5
C0085,C0115,2.1818181818181817
C0085,C0117,1.7517241379310344
C0085,C0118,1.6065573770491803
C0085,C0119,1.5777777777777777
C0085,C0120,1.0
C0085,C0121,1.6363636363636365
C0085,C0122,1.1666666666666667
C0085,C0123,2.4285714285714284
C0085,C0125,1.8333333333333333
C0085,C0126,3.25
C0085,C0127,2.5
C0085,C0129,1.7083333333333333
C0085,C0132,1.78125
C0085,C0133,1.631578947368421
C0085,C0134,1.75
C0085,C0135,1.6666666666666667
C0085,C0136,1.7307692307692308
C0085,C0137,2.1666666666666665
C0085,C0138,1.0
C0085,C0139,1.4857142857142858
C0085,C0140,1.9523809523809523
C0085,C0143,1.25
C0085,C0144,1.7272727272727273
C0085,C0145,1.4375
C0085,C0146,1.6666666666666667
C0086,C0001,1.9482521332232314
C0086,C0003,1.5
C0086,C0004,2.0357142857142856
C0086,C0005,1.5921052631578947
C0086,C0006,1.7619047619047619
C0086,C0007,1.8974358974358974
C0086,C0008,1.61139896373057
C0086,C0009,1.6790123456790123
C0086,C0010,1.4545454545454546
C0086,C0011,1.7777777777777777
C0086,C0012,1.0
C0086,C0014,1.7816091954022988
C0086,C0015,1.8
C0086,C0016,2.006436314363144
C0086,C0021,1.5
C0086,C0027,2.75
C0086,C0030,1.5555555555555556
C0086,C0031,2.1333333333333333
C0086,C0033,1.25
C0086,C0034,2.4444444444444446
C0086,C0038,1.8125
C0086,C0042,2.0
C0086,C0043,2.25
C0086,C0044,2.0
C0086,C0045,1.5714285714285714
C0086,C0046,1.5
C0086,C0047,1.25
C0086,C0048,2.3333333333333335
C0086,C0049,1.6470588235294117
C0086,C0050,1.75
C0086,C0051,1.6818181818181819
C0086,C0052,2.25
C0086,C0053,1.35
C0086,C0054,2.0
C0086,C0055,1.2105263157894737
C0086,C0056,1.2222222222222223
C0086,C0057,1.6666666666666667
C0086,C0058,1.8823529411764706
C0086,C0059,1.25
C0086,C0062,1.0
C0086,C0064,1.3333333333333333
C0086,C0065,1.9166666666666667
C0086,C0066,2.3333333333333335
C0086,C0067,1.4761904761904763
C0086,C0068,1.5714285714285714
C0086,C0070,1.0
C0086,C0073,1.375
C0086,C0076,1.125
C0086,C0079,1.5277777777777777
C0086,C0080,1.0
C0086,C0081,1.9230769230769231
C0086,C0083,2.0
C0086,C0085,1.3333333333333333
C0086,C0086,2.0
C0086,C0094,2.4444444444444446
C0086,C0096,1.8888888888888888
C0086,C0098,1.25
C0086,C0099,4.0
C0086,C0102,1.5833333333333333
C0086,C0103,2.1
C0086,C0105,1.6666666666666667
C0086,C0107,1.75
C0086,C0108,1.2857142857142858
C0086,C0109,1.5833333333333333
C0086,C0110,1.3333333333333333
C0086,C0111,1.2222222222222223
C0086,C0112,2.2
C0086,C0114,2.0
C0086,C0115,1.4
C0086,C0117,2.018675123326286
C0086,C0118,1.7272727272727273
C0086,C0119,1.6779661016949152
C0086,C0120,1.5185185185185186
C0086,C0121,1.6842105263157894
C0086,C0122,1.5
C0086,C0123,1.0
C0086,C0124,1.8823529411764706
C0086,C0125,1.3333333333333333
C0086,C0126,1.1666666666666667
C0086,C0128,2.0
C0086,C0129,4.909090909090909
C0086,C0132,1.6666666666666667
C0086,C0133,1.9375
C0086,C0134,1.9285714285714286
C0086,C0135,2.008005822416303
C0086,C0136,2.111111111111111
C0086,C0137,2.25
C0086,C0138,1.8695652173913044
C0086,C0139,1.625
C0086,C0142,1.7777777777777777
C0086,C0143,1.4285714285714286
C0086,C0144,2.6666666666666665
C0086,C0145,2.125
C0086,C0146,1.375
C0087,C0001,1.6210720887245842
C0087,C0002,1.3333333333333333
C0087,C0003,1.6
C0087,C0004,1.875
C0087,C0005,1.4193548387096775
C0087,C0006,2.25
C0087,C0007,1.4848484848484849
C0087,C0008,1.5631067961165048
C0087,C0009,1.4727272727272727
C0087,C0010,1.1851851851851851
C0087,C0011,1.55
C0087,C0012,1.6666666666666667
C0087,C0013,1.0
C0087,C0014,1.4567901234567902
C0087,C0015,2.6666666666666665
C0087,C0016,1.795275590551181
C0087,C0017,1.3333333333333333
C0087,C0019,2.0
C0087,C0021,1.3333333333333333
C0087,C0029,1.0
C0087,C0030,2.0
C0087,C0031,2.3333333333333335
C0087,C0032,2.7333333333333334
C0087,C0034,1.8
C0087,C0035,1.3333333333333333
C0087,C0038,1.6666666666666667
C0087,C0039,2.75
C0087,C0042,1.6
C0087,C0044,1.2222222222222223
C0087,C0045,1.0
C0087,C0046,1.3333333333333333
C0087,C0049,1.0
C0087,C0051,1.5
C0087,C0052,2.090909090909091
C0087,C0053,1.4
C0087,C0054,1.375
C0087,C0055,1.5
C0087,C0056,1.5
C0087,C0057,1.4166666666666667
C0087,C0058,1.8333333333333333
C0087,C0059,1.75
C0087,C0061,2.3333333333333335
C0087,C0062,1.4545454545454546
C0087,C0065,1.25
C0087,C0066,2.0
C0087,C0067,1.5263157894736843
C0087,C0070,1.0
C0087,C0075,1.0
C0087,C0078,1.2083333333333333
C0087,C0081,1.3333333333333333
C0087,C0082,2.0
C0087,C0084,1.6666666666666667
C0087,C0085,1.0
C0087,C0087,1.0
C0087,C0097,1.1428571428571428
C0087,C0098,1.6
C0087,C0102,1.564102564102564
C0087,C0104,1.5555555555555556
C0087,C0105,1.1666666666666667
C0087,C0109,1.0
C0087,C0110,1.2857142857142858
C0087,C0111,2.6666666666666665
C0087,C0117,1.627906976744186
C0087,C0118,1.7837837837837838
C0087,C0119,1.9574468085106382
C0087,C0120,1.0
C0087,C0121,1.0
C0087,C0122,1.4166666666666667
C0087,C0123,1.6666666666666667
C0087,C0124,1.3333333333333333
C0087,C0125,1.9166666666666667
C0087,C0128,1.3461538461538463
C0087,C0129,1.3181818181818181
C0087,C0130,2.2
C0087,C0134,2.0
C0087,C0135,1.6666666666666667
C0087,C0137,1.8
C0087,C0138,2.0
C0087,C0139,1.8064516129032258
